"Uuid","Name","Concept Drug","Concept Dosage Form","Strength"
"3397876b-21a1-490a-8fc5-185518f55393","LEVETIRACETAM, 1g, tab.","9cf59aea-b3cd-4ec7-b3f3-e63223e93b9b","c1f4a088-32a8-4b34-8162-944bb6ed026f","1g"
"47062a05-99f6-4737-a466-821b712cb6ae","LEVETIRACETAM, 250mg, tab.","9cf59aea-b3cd-4ec7-b3f3-e63223e93b9b","c1f4a088-32a8-4b34-8162-944bb6ed026f","250mg"
"297e3dab-51bf-4f67-8931-7538ac28e96c","LEVETIRACETAM, 500mg, tab.","9cf59aea-b3cd-4ec7-b3f3-e63223e93b9b","c1f4a088-32a8-4b34-8162-944bb6ed026f","500mg"
"22993099-73cf-418e-acb1-d1a54b41bfec","LEVETIRACETAM, 750mg, tab.","9cf59aea-b3cd-4ec7-b3f3-e63223e93b9b","c1f4a088-32a8-4b34-8162-944bb6ed026f","750mg"
"aecca0e0-2a14-4853-9a6b-b3a6d7af1b71","LEVONORGESTREL, 1.5mg, tab.","d8f93b1d-c7b3-4151-a61d-9bf63a3652a1","c1f4a088-32a8-4b34-8162-944bb6ed026f","1.5mg"
"8acc89a2-df91-44ae-87a5-659b160c003d","LEVONORGESTREL, 0.03mg, blister 35 tab.","d8f93b1d-c7b3-4151-a61d-9bf63a3652a1","d969ee2e-4052-417c-9954-e2ded7ed0e00","0.03mg, 35 tablets"
"0c8c6827-be49-456e-adc6-3dfc041462c6","LEVOTHYROXINE sodium, 0.1mg, tab.","335b9d12-91e3-4a68-8eac-200ad293b31a","c1f4a088-32a8-4b34-8162-944bb6ed026f","0.1mg"
"e8c5e2e7-7025-4dd1-b9ba-c2916feef3a2","LEVOTHYROXINE sodium, 0.025mg, tab.","335b9d12-91e3-4a68-8eac-200ad293b31a","c1f4a088-32a8-4b34-8162-944bb6ed026f","0.025mg"
"5a507058-f259-4158-a4b2-f4e836c311b2","LINEZOLID, 150mg, disp. tab., blister","79422ff3-2096-4873-9cb8-435be0c6916c","06fa5b83-7472-45c4-94dc-8b06075690ba","150mg"
"2d8aef35-383c-4fc3-af61-a3f747f7f3a7","LINEZOLID, 600mg, tab.","79422ff3-2096-4873-9cb8-435be0c6916c","c1f4a088-32a8-4b34-8162-944bb6ed026f","600mg"
"4740b909-4918-4f70-8928-f3a73763fbfe","LINEZOLID, 600mg, breakable tab., blister","79422ff3-2096-4873-9cb8-435be0c6916c","7c964548-938f-4e28-971e-b1bc660f2484","600mg"
"670f0f87-9e02-44da-8cdc-43e67cb7ede4","LOPERAMIDE hydrochloride, 2mg, caps.","cd0f5e01-2b3f-4fac-bda9-ae498ad631e4","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","2mg"
"b48ae5ce-aa3c-432b-b8a7-fc6f42078a8d","LOPERAMIDE hydrochloride, 2mg, tab.","cd0f5e01-2b3f-4fac-bda9-ae498ad631e4","c1f4a088-32a8-4b34-8162-944bb6ed026f","2mg"
"b39864f9-dcd7-42b2-a916-22ae96fd070b","LORATADINE, 5mg/5ml, oral sol., 100ml, bot.","8a43d973-67db-40bd-8636-a029707a3167","32e02e8e-a4b6-472b-9c9b-2afbc3a6cb78","5mg/5ml, 100ml"
"772993e4-61c0-490f-b445-bce51a9c2d43","LORATADINE, 10mg, tab.","8a43d973-67db-40bd-8636-a029707a3167","c1f4a088-32a8-4b34-8162-944bb6ed026f","10mg"
"6ff42d8e-0c0a-404d-8552-62e45448353d","LOSARTAN potassium, 50mg, tab.","2ef125f7-01d6-4d98-b260-857ebc9b9e78","c1f4a088-32a8-4b34-8162-944bb6ed026f","50mg"
"887c592b-baff-4d04-bd5d-3b9b1a8d3a6c","LOSARTAN potassium, 50mg, breakable tab.","2ef125f7-01d6-4d98-b260-857ebc9b9e78","7c964548-938f-4e28-971e-b1bc660f2484","50mg"
"12c9d335-e811-47f3-8f32-6f1064516c11","LPV 40mg / r 10mg, granules, sachet","9d489a85-3b2f-4cea-8d34-c16e8924c956","2aba1a18-5eeb-4e2e-9ff3-879580b74286","40mg / 10mg"
"0b4ab56e-eb3d-4517-a802-1aa8954ab31c","LPV 40mg / r 10mg, pellets-in-a-capsule","9d489a85-3b2f-4cea-8d34-c16e8924c956","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","40mg / 10mg"
"3df04783-0e7d-4eda-95e9-781e44b6c594","LPV 100mg / r 25mg, tab.","9d489a85-3b2f-4cea-8d34-c16e8924c956","c1f4a088-32a8-4b34-8162-944bb6ed026f","100mg / 25mg"
"c9d6c9c3-42f4-4df9-9c15-dfc1f5017bc9","LPV 200mg / r 50mg, tab.","9d489a85-3b2f-4cea-8d34-c16e8924c956","c1f4a088-32a8-4b34-8162-944bb6ed026f","200mg / 50mg"
"ca613a3d-870a-44f1-9926-ba9d5fe6c09f","MAGNESIUM oxide, eq. to 300mg Mg, tab.","339c851a-7455-44d8-baa3-8768d0eb03d8","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. to 300mg Mg"
"38ee6d85-e502-47bd-9720-8601d81621f0","MEBENDAZOLE, 100mg, tab.","fa8b92d0-4521-4825-822e-3df5be7ce330","c1f4a088-32a8-4b34-8162-944bb6ed026f","100mg"
"2c0edef9-f7ba-4df0-ab83-753f429aa8e8","MEDROXYPROGESTERONE acetate, 10mg, tab.","c88d3441-86e0-4e72-b749-5f4471a75b92","c1f4a088-32a8-4b34-8162-944bb6ed026f","10mg"
"825473f5-453d-4fc2-9d62-d6d96a7e7c9a","MEFLOQUINE hydrochloride, eq. 250mg base, tab.","136dc176-a9dc-4fa1-b6e4-68dcb4afbab1","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. 250mg base"
"5b9877ae-c104-4170-8530-cd2928915699","METFORMIN hydrochloride, 1000mg, tab.","7e7f5a3d-1b6c-4eed-a165-89f87799ec13","c1f4a088-32a8-4b34-8162-944bb6ed026f","1000mg"
"1e8cfcb6-d9a1-4236-beaa-53f7a858cf34","METFORMIN hydrochloride, 500mg, tab.","7e7f5a3d-1b6c-4eed-a165-89f87799ec13","c1f4a088-32a8-4b34-8162-944bb6ed026f","500mg"
"ffdfdeef-8beb-4f4d-9694-6a55868d49b3","METFORMIN hydrochloride, 850mg, tab.","7e7f5a3d-1b6c-4eed-a165-89f87799ec13","c1f4a088-32a8-4b34-8162-944bb6ed026f","850mg"
"93722785-cb97-4cd2-8916-8d9adb27e486","METRONIDAZOLE benzoate,eq.200mg/5ml base,oral susp,100-120ml","e3cc971d-9032-4f51-bbb3-d37500e67add","fe152bf2-f35e-41fa-bc78-bbb94b60d6d2","eq.200mg/5ml base, 100-120ml"
"1b637ae0-f2b4-43ec-990e-eb3db342ef36","METRONIDAZOLE, 250mg, tab.","e3cc971d-9032-4f51-bbb3-d37500e67add","c1f4a088-32a8-4b34-8162-944bb6ed026f","250mg"
"67d97e3e-675b-41ca-9b66-3ea30c780446","METRONIDAZOLE, 500mg, tab.","e3cc971d-9032-4f51-bbb3-d37500e67add","c1f4a088-32a8-4b34-8162-944bb6ed026f","500mg"
"32d8b8aa-8a06-4240-93ce-8b142e50cffe","METOCLOPRAMIDE hydrochloride anhydrous, 10mg, tab.","e24fd71c-0445-45cf-a2d5-2d0d204eb78a","c1f4a088-32a8-4b34-8162-944bb6ed026f","10mg"
"32b2edf8-e89b-41fb-b701-a4f18bc7f07f","METHYLDOPA, 250mg, tab.","814dc111-49c6-497a-80ef-d9d7831a4ffc","c1f4a088-32a8-4b34-8162-944bb6ed026f","250mg"
"6227f8f4-5134-45e9-906d-c3203d27a80c","MICONAZOLE nitrate, 2%, oral gel, 15g, tube","ef7a189e-bc1c-4cec-9d1a-375e37a5dac4","287a2fcf-3042-4413-9e0c-b16ad5918bb9","2%, 15g"
"60fa600b-6739-4fcc-9456-0bdceb83dc23","MICONAZOLE, 2%, oral gel, 40g, tube","ef7a189e-bc1c-4cec-9d1a-375e37a5dac4","287a2fcf-3042-4413-9e0c-b16ad5918bb9","2%, 40g"
"3ed81df2-227e-4765-be07-27505e90e3b7","MICONAZOLE, 2%, oral gel, 80g, tube","ef7a189e-bc1c-4cec-9d1a-375e37a5dac4","287a2fcf-3042-4413-9e0c-b16ad5918bb9","2%, 80g"
"145a0696-a98b-4d52-90d2-31168b1b2c24","MIFEPRISTONE, 200mg, tab.","cafd1523-798e-4fe0-900c-6c2548235271","c1f4a088-32a8-4b34-8162-944bb6ed026f","200mg"
"3ccf54bf-d960-492d-a089-f67efd75e024","MILTEFOSINE, 10mg, caps.","367381a7-9aea-44a2-80ca-1ed0f75d98f3","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","10mg"
"e85eb05e-e43a-455b-983d-e2a2f9e741bd","MILTEFOSINE, 50mg, caps.","367381a7-9aea-44a2-80ca-1ed0f75d98f3","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","50mg"
"b7612628-6b5b-45b5-a5a0-591840f49987","MISOPROSTOL, 200µg, tab.","807bbc55-b373-415c-b679-1cfcea49a0b4","c1f4a088-32a8-4b34-8162-944bb6ed026f","200µg"
"3528939b-da37-442e-8a5c-4c7019a7feab","MULTIPLE MICRONUTRIENTS SUPPLEMENTS, tab.","0f75366f-9b84-4945-bc40-f579a8628a83","c1f4a088-32a8-4b34-8162-944bb6ed026f",
"9f5cc3f9-8091-4b99-938b-837b6a7e9821","MONTELUKAST, 5mg, chewable tab.","e1e5c569-05aa-417c-8c57-8a5f5bf71c27","f6c26c40-610e-4ae6-aa35-54a0facac81d","5mg"
"fc71cb58-97e1-4fbf-83e4-820ddcebac75","MORPHINE sulfate, 10mg, prolonged-release caps.","28992602-98a8-492d-9c3a-816da76bbbc1","08cdfd23-4dca-4f2a-967d-0fd617075e6e","10mg"
"709d7e4e-d48a-4cdd-bee3-256125efefe2","MORPHINE sulfate, 10mg/5ml, oral sol., 100ml, bot.","28992602-98a8-492d-9c3a-816da76bbbc1","32e02e8e-a4b6-472b-9c9b-2afbc3a6cb78","10mg/5ml, 100ml"
"823d0dd4-64cf-4128-a4af-534cf28086d4","MORPHINE sulfate, 10mg, immediate-release, tab.","28992602-98a8-492d-9c3a-816da76bbbc1","81d0f25d-4721-40cb-94ff-99601a260b28","10mg"
"5bcab381-030e-4ae9-a8e8-b8af88c4b878","MORPHINE sulfate, 10mg, prolonged-release tab.","28992602-98a8-492d-9c3a-816da76bbbc1","b9f5995a-fe7e-4901-8f36-a0277cd0bb14","10mg"
"0f45f52a-2b83-4515-a056-6a23361ce810","MORPHINE sulfate, 30mg, prolonged-release caps.","28992602-98a8-492d-9c3a-816da76bbbc1","08cdfd23-4dca-4f2a-967d-0fd617075e6e","30mg"
"d33a928d-a688-45fe-ab19-d0721682dae2","MORPHINE sulfate, 30mg, prolonged-release, tab.","28992602-98a8-492d-9c3a-816da76bbbc1","b9f5995a-fe7e-4901-8f36-a0277cd0bb14","30mg"
"e710b92c-d322-4621-a5db-65d3e81e6acf","MOXIFLOXACIN hydrochloride, eq.100mg base, disp.tab. blister","3fb99832-8748-4b9e-a7cc-f6b46cb11ced","06fa5b83-7472-45c4-94dc-8b06075690ba","eq.100mg base"
"bb416b0c-9990-42d3-99a8-a2089202cca9","MOXIFLOXACIN hydrochloride, eq 400mg base, tab. blister","3fb99832-8748-4b9e-a7cc-f6b46cb11ced","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq 400mg base"
"2818d63c-689c-4c61-a678-5253da1e5122","MULTIVITAMINS, tab.","e66f9a49-ce1e-4477-99d6-513db8316110","c1f4a088-32a8-4b34-8162-944bb6ed026f",
"bafa2684-a182-4e43-b8dd-4f7fbac3d6a0","NEVIRAPINE (NVP), 50mg/5ml, oral susp., 100ml, bot.","2f529a3c-5ca6-43aa-ad4c-9c61a0696f08","fe152bf2-f35e-41fa-bc78-bbb94b60d6d2","50mg/5ml, 100ml"
"1acc05ae-c343-45e5-a696-9f1845d34d1a","NEVIRAPINE (NVP), 50mg/5ml, oral susp., 240ml, bot.","2f529a3c-5ca6-43aa-ad4c-9c61a0696f08","fe152bf2-f35e-41fa-bc78-bbb94b60d6d2","50mg/5ml, 240ml"
"37ce5f8b-89b7-4052-8075-c807cd5c68d2","NEVIRAPINE (NVP), 50mg, disp. tab.","2f529a3c-5ca6-43aa-ad4c-9c61a0696f08","06fa5b83-7472-45c4-94dc-8b06075690ba","50mg"
"9a1bacbf-5fb4-43f8-938b-92681641e976","NICOTINAMIDE (vitamin PP), 100mg, tab.","608fd7d5-6d3a-434b-a42b-a25f062bf7c3","c1f4a088-32a8-4b34-8162-944bb6ed026f","100mg"
"8101ead5-0c6d-40e5-a7f3-eb69d69b2212","NIFEDIPINE, 10mg, immediate-release tab.","35a9ad57-bdd1-4f43-b355-d22bdfbd3250","81d0f25d-4721-40cb-94ff-99601a260b28","10mg"
"0269a9c2-1000-47d2-ba2b-a5f5553e1a82","NIFURTIMOX, 120mg, tab.","892604bb-0989-421d-8df0-76866079bfd9","c1f4a088-32a8-4b34-8162-944bb6ed026f","120mg"
"b1ebb531-ead3-4744-af95-6609ea5d0bca","NITROFURANTOIN, 100mg, caps.","e46d140d-ba91-4234-b0cc-8f33ef714ad1","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","100mg"
"d6658c05-d03b-407c-8f33-f67eb2edd9ad","NYSTATIN, 100,000 IU/ml, oral susp. + graduated dropper","1806171f-7506-4418-b3f2-25290ff86a14","fe152bf2-f35e-41fa-bc78-bbb94b60d6d2","100,000 IU/ml"
"d6c6e8a1-95e1-4cc9-afd9-5dcdfa33ece9","OLANZAPINE, 10mg, tab.","c6f8e806-b6cb-46a5-8786-26f5d727ca0a","c1f4a088-32a8-4b34-8162-944bb6ed026f","10mg"
"ebb9aa79-b926-47b7-8358-5c0392952ac7","OLANZAPINE, 2.5mg, tab.","c6f8e806-b6cb-46a5-8786-26f5d727ca0a","c1f4a088-32a8-4b34-8162-944bb6ed026f","2.5mg"
"3d585743-789c-43ca-a70d-c5bbc93bf289","OLANZAPINE, 5mg, tab.","c6f8e806-b6cb-46a5-8786-26f5d727ca0a","c1f4a088-32a8-4b34-8162-944bb6ed026f","5mg"
"7322019e-a5ed-48f3-a23b-a46bb1fa73f0","OMEPRAZOLE, 10mg, gastro-resistant caps.","8d303548-445e-4d27-91fa-d86309e5681b","04255ae7-80cc-4a92-9785-52da294cc7f1","10mg"
"d8c07a40-5263-4e02-a9c1-f3985b0f882a","OMEPRAZOLE, 10mg, disp. gastro-resistant tab.","8d303548-445e-4d27-91fa-d86309e5681b","2c288c94-f37f-4d7b-ba78-073bd7b3c058","10mg"
"d0bf24d1-31d6-4fbd-b97e-31a347595671","OMEPRAZOLE, 20mg, gastro-resistant caps.","8d303548-445e-4d27-91fa-d86309e5681b","04255ae7-80cc-4a92-9785-52da294cc7f1","20mg"
"fdc6b420-a35d-419e-ac0f-eca008270f30","ONDANSETRON HCl, eq. 4mg/5ml base, oral sol., 50ml, bot.","cabb1df2-ac6b-4841-9ed5-3458cf939567","32e02e8e-a4b6-472b-9c9b-2afbc3a6cb78","eq. 4mg/5ml base, 50ml"
"21500837-c6b3-4e5f-b24a-1e600624410e","ONDANSETRON hydrochloride, eq. 4mg base, tab.","cabb1df2-ac6b-4841-9ed5-3458cf939567","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. 4mg base"
"a798ea64-85f3-4a0b-9164-e6d1b6525f05","ONDANSETRON hydrochloride, eq. 8mg base, tab.","cabb1df2-ac6b-4841-9ed5-3458cf939567","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. 8mg base"
"5d578027-6f99-4686-9237-fb3c84ad4c62","RESOMAL, rehydration acute complic. malnut., sach. 84g/2l","12b3fa94-9446-4acf-b7f5-557c166e5f28","121f1f7a-eb6f-492a-bd83-87e5208a7e68","84g/2l"
"3497316a-04ac-4ddf-a412-a69ce29f086b","ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5g/1l","f95fab1a-0b68-45ff-be55-2c4ae466e3d0","121f1f7a-eb6f-492a-bd83-87e5208a7e68","low osmol., 20.5g/1l"
"fb6ee8e9-07a5-45a5-8b70-ac88ba5b3a86","OSELTAMIVIR phosphate, eq. 75mg base, caps.","a981aabe-011b-4519-9b6d-2a27c37f5acd","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","eq. 75mg base"
"6f2946be-ae7b-4da6-abec-593410a5e51b","OXYCODONE hydrochloride, 1mg/ml, oral sol., 250ml, bot","397edcca-8aa5-46c4-9c8a-d2c2b56c1a48","32e02e8e-a4b6-472b-9c9b-2afbc3a6cb78","1mg/ml, 250ml"
"0fe36bb9-b151-446f-a60a-557b8191f442","OXYCODONE hydrochloride, 5mg, prolonged-release tab.","397edcca-8aa5-46c4-9c8a-d2c2b56c1a48","b9f5995a-fe7e-4901-8f36-a0277cd0bb14","5mg"
"eae3dd90-48b3-401b-bb42-d8e8532734a9","PARACETAMOL (acetaminophen), 120mg/5ml,oral susp.,100ml bot.","15f39fab-3a22-498d-afd9-601399854ef0","fe152bf2-f35e-41fa-bc78-bbb94b60d6d2","120mg/5ml, 100ml"
"070de112-5e4d-46b8-b9c5-cff26e2799d3","PARACETAMOL (acetaminophen), 100mg, tab.","15f39fab-3a22-498d-afd9-601399854ef0","c1f4a088-32a8-4b34-8162-944bb6ed026f","100mg"
"6173ea12-06ef-4602-9029-b8727df8f057","PARACETAMOL (acetaminophen), 500mg, tab.","15f39fab-3a22-498d-afd9-601399854ef0","c1f4a088-32a8-4b34-8162-944bb6ed026f","500mg"
"31d7f929-aef6-4a7b-8d51-eec3d4334eb6","PAROXETINE, 20mg, breakable tab.","28b0746a-f353-413e-86fe-45c9e986a731","7c964548-938f-4e28-971e-b1bc660f2484","20mg"
"c03f53ea-707f-4c2d-b3c6-f4cdee547502","PARA-AMINOSALICYLATE sodium, 5.52g, powder oral sol., sach.","3bc56ebe-a4cc-49e4-ae7b-802badecc502","b277519e-e813-4b63-b093-2abf7f3f2960","5.52g"
"e3593ba8-6ab2-443a-b314-394238e4b399","POLYETHYLENE GLYCOL, powder, sachet","f129cf0e-35c8-4400-840b-cdb350ba8efb","b277519e-e813-4b63-b093-2abf7f3f2960",
"ba4304d1-ddcc-4ab4-8d7f-fbd68b4e9d57","PHENOXYMETHYLPENICILLIN, 125mg/5ml, powd.oral sol,100ml, bot","a0489616-fbfd-46e8-9547-34b1cffc9705","b277519e-e813-4b63-b093-2abf7f3f2960","125mg/5ml, 100ml"
"2aa7818e-743c-4680-9f21-5bff958be2d3","PHENOXYMETHYLPENICILLIN, 250mg, tab.","a0489616-fbfd-46e8-9547-34b1cffc9705","c1f4a088-32a8-4b34-8162-944bb6ed026f","250mg"
"611fe392-6ff4-4e79-8c0d-92e19bd3a5aa","PHENOBARBITAL, 15mg, tab.","bc48c3b0-ff97-44b1-a655-f5cf6017dca1","c1f4a088-32a8-4b34-8162-944bb6ed026f","15mg"
"9868a4fc-2e7f-4f0b-8389-5358a4917f40","PHENOBARBITAL, 30mg, tab.","bc48c3b0-ff97-44b1-a655-f5cf6017dca1","c1f4a088-32a8-4b34-8162-944bb6ed026f","30mg"
"5308f92c-0e1c-4de7-85a6-f82451fd408f","PHENOBARBITAL, 60mg, tab.","bc48c3b0-ff97-44b1-a655-f5cf6017dca1","c1f4a088-32a8-4b34-8162-944bb6ed026f","60mg"
"906d9b52-f31c-4304-b04a-44010ae8b275","PHENYTOIN sodium, 100mg, tab.","2f9799cf-2c3d-4086-b012-959e43db8d91","c1f4a088-32a8-4b34-8162-944bb6ed026f","100mg"
"738f13fd-9de5-4b6e-a62a-5eeb685b8bae","PHYTOMENADIONE (vitamin K1), 10mg/ml, 1ml, amp.","43d961e7-c26b-4fa1-8cea-ae6627776d3d","6f030e4e-5560-4483-a539-871dda13d9d9","10mg/ml, 1ml"
"92fdf930-393c-4103-94bf-33741b261e8c","POTASSIUM chloride, 600mg (8mEq), prolonged-release tab.","20de02ec-8138-4284-9fd9-a276a86f0bd8","b9f5995a-fe7e-4901-8f36-a0277cd0bb14","600mg (8mEq)"
"c3a0bdb2-7ec7-4e54-8eb6-97acf563c22a","POTASSIUM chloride, 74.5mg/ml (1mEq/ml), oral sol.,500ml,bot","20de02ec-8138-4284-9fd9-a276a86f0bd8","32e02e8e-a4b6-472b-9c9b-2afbc3a6cb78","74.5mg/ml (1mEq/ml), 500ml"
"ff8ca360-e90d-43c3-9ea3-13079c787a6f","PRAZIQUANTEL, 600mg, break. tab.","4bcd988e-9b7a-4ebb-a581-0f7d11951d02","7c964548-938f-4e28-971e-b1bc660f2484","600mg"
"fca2620b-617f-4767-88aa-b9da6c5e78f2","PREDNISOLONE, 20mg, orodisp. tablet","5e3b8ff8-b960-4465-bbfd-0d2df326bd96","06fa5b83-7472-45c4-94dc-8b06075690ba","20mg"
"6a61df15-6f04-4365-aed3-0c9022aab3ae","PREDNISOLONE, 5mg, tab.","5e3b8ff8-b960-4465-bbfd-0d2df326bd96","c1f4a088-32a8-4b34-8162-944bb6ed026f","5mg"
"45d48fc8-1e72-44e5-95bd-c409ece218fd","PREDNISOLONE, 5mg, soluble tab.","5e3b8ff8-b960-4465-bbfd-0d2df326bd96","590d608f-16c9-4a3f-b501-20c47edf4da5","5mg"
"f260fea4-4032-4a5a-9d52-7f1a6a34950b","PRETOMANID, 200mg, tab.","c799c712-d1e1-4971-b104-77ca337fb402","c1f4a088-32a8-4b34-8162-944bb6ed026f","200mg"
"0e94c98e-7971-442a-a699-f5ad55427517","PRIMAQUINE diphosphate, eq. 15mg base, tab.","dfd06b59-0ce9-4daa-8bf2-0682d29c8af8","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. 15mg base"
"e5fab57a-89b0-4562-ba1b-e4881753bfbe","PRIMAQUINE diphosphate, eq. 7.5mg base, tab.","dfd06b59-0ce9-4daa-8bf2-0682d29c8af8","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. 7.5mg base"
"c4cf8c78-2ce3-48a6-8e7e-043bf121db29","PROMETHAZINE hydrochloride, eq. 25mg base, tab.","e780153b-ea28-46a3-98f7-6e1eb5161907","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. 25mg base"
"f2545c34-4f8f-415d-8483-ebd08f7ae6f9","PROMETHAZINE, 5mg/5ml, syrup, 150ml, bot.","e780153b-ea28-46a3-98f7-6e1eb5161907","c32ceb56-39f9-4d40-8a96-3305bf0da519","5mg/5ml, 150ml"
"0557b4d6-55a3-4a9d-8156-a0b51b07b70f","PROMETHAZINE, 5mg/5ml, oral solution, 100ml, bot","e780153b-ea28-46a3-98f7-6e1eb5161907","32e02e8e-a4b6-472b-9c9b-2afbc3a6cb78","5mg/5ml, 100ml"
"80569356-4831-4d22-9388-431cd6a34b9f","PROTHIONAMIDE, 250mg, tab., blister","0194a368-acfe-4c12-806e-65a8eca9b1b7","c1f4a088-32a8-4b34-8162-944bb6ed026f","250mg"
"8fa73d09-dbb7-455e-9adc-c0840f6484d9","PYRIDOXINE hydrochloride (vitamin B6), 10mg, tab.","8f6a274e-c404-4ae1-a444-ab21e29d0381","c1f4a088-32a8-4b34-8162-944bb6ed026f","10mg"
"048e63fa-d7a2-4a04-8322-ab8a62883f8a","PYRIDOXINE hydrochloride (vitamin B6), 50mg, tab.","8f6a274e-c404-4ae1-a444-ab21e29d0381","c1f4a088-32a8-4b34-8162-944bb6ed026f","50mg"
"bf722d76-9a42-4684-8eb4-725e78bf060b","PYRIMETHAMINE, 25mg, tab.","01edf0fd-9aa9-484f-94fb-53998b50482e","c1f4a088-32a8-4b34-8162-944bb6ed026f","25mg"
"e64d88a2-ecd0-4180-95b8-1aab6361d10d","PYRAZINAMIDE (Z), 150mg, disp. tab., blister","c7dfc17e-ca38-4f9e-9cd9-e0d143f53acc","06fa5b83-7472-45c4-94dc-8b06075690ba","150mg"
"34622b96-e5a4-456d-a8f1-185616b4378a","PYRAZINAMIDE (Z), 150mg, disp. tab., bulk","c7dfc17e-ca38-4f9e-9cd9-e0d143f53acc","06fa5b83-7472-45c4-94dc-8b06075690ba","150mg"
"62d2c117-6130-4a3d-92d7-126118e897fe","PYRAZINAMIDE (Z), 400mg, tab., blister","c7dfc17e-ca38-4f9e-9cd9-e0d143f53acc","c1f4a088-32a8-4b34-8162-944bb6ed026f","400mg"
"82c7b33b-2029-444a-80fd-f2e98763dc8d","RALTEGRAVIR potassium (RAL), eq. 100mg base, chewable tab.","9989e285-f084-41ce-89f8-d16edeb6098c","f6c26c40-610e-4ae6-aa35-54a0facac81d","eq. 100mg base"
"c17b2e1e-443d-4353-9b8f-49d3fb30c107","RALTEGRAVIR potassium (RAL), eq. 25mg base, chewable tab.","9989e285-f084-41ce-89f8-d16edeb6098c","f6c26c40-610e-4ae6-aa35-54a0facac81d","eq. 25mg base"
"3f4a2a70-b4f3-4a86-bbf2-7c22ac37daf8","RALTEGRAVIR potassium (RAL), eq. 400mg base, tab.","9989e285-f084-41ce-89f8-d16edeb6098c","c1f4a088-32a8-4b34-8162-944bb6ed026f","eq. 400mg base"
"4ab47cd2-151a-47ed-b534-5537ff0e9fe3","RAMIPRIL, 10mg, tab.","3b2638f9-0297-4757-a3ae-3e885f7911d0","c1f4a088-32a8-4b34-8162-944bb6ed026f","10mg"
"cf441177-b0b1-4842-8329-09e6115453be","RAMIPRIL, 2.5 mg, tab.","3b2638f9-0297-4757-a3ae-3e885f7911d0","c1f4a088-32a8-4b34-8162-944bb6ed026f","2.5mg"
"c5c6c3f6-cee5-415b-bfc7-b8e7eb823dd5","RANITIDINE, 150 mg, tab.","c892bfaa-2ca0-4411-9349-4c8756953075","c1f4a088-32a8-4b34-8162-944bb6ed026f","150mg"
"06758717-f03a-4bfd-b850-4211154945e4","RANITIDINE, 150 mg, effervescent tab.","c892bfaa-2ca0-4411-9349-4c8756953075","88d6179f-f19e-4ef2-8bf8-f5f4125b120c","150mg"
"f329eefc-e67b-4c9f-bf54-4d8b10bfcce7","RETINOL (vitamin A), stabil., 200,000 IU, soft gelat. caps.","d0d25f7f-8509-4b0c-861c-6936784c59dc","c11d3aaa-7949-4e17-bcdc-3b71e71016f4","200,000 IU"
"90f2a447-2dc0-4ba8-a215-513940f9c373","RIBAVIRIN, 200mg, tab.","5a90f1fc-06a8-430f-9b2b-ff106bcc3c26","c1f4a088-32a8-4b34-8162-944bb6ed026f","200mg"
"fba526dd-39f0-4d03-b4df-cc3a63c92256","RIBAVIRIN, 400mg, tab.","5a90f1fc-06a8-430f-9b2b-ff106bcc3c26","c1f4a088-32a8-4b34-8162-944bb6ed026f","400mg"
"fe05d327-648e-4c42-bbf9-8a47a7346417","RIFAMPICIN (R), 150mg, caps. blister","69e73b51-8814-4a26-a6b5-60fcd6dcb566","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","150mg"
"94e74b7a-8623-40da-8a2b-a41a4020a9f2","RIFAMPICIN (R), 300mg, caps. blister","69e73b51-8814-4a26-a6b5-60fcd6dcb566","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","300mg"
"cc190abd-9f72-49a3-baeb-48cb8df80c9a","RIFABUTIN, 150mg, caps.","01fcc500-6f51-4945-84a8-7739155de4d0","c2c7e944-e9d6-4b2d-bf1e-b542dbdbb634","150mg"
"471107d2-eabd-45c2-8269-baf3f787ec9f","RIFAPENTINE, 150mg, tab., blister","9bdef0e7-7612-462d-805a-c46b549fadf0","c1f4a088-32a8-4b34-8162-944bb6ed026f","150mg"
"53d2a145-2fa1-4485-9460-63738118e1c8","RIFAPENTINE, 300mg, break. tab., blister","9bdef0e7-7612-462d-805a-c46b549fadf0","7c964548-938f-4e28-971e-b1bc660f2484","300mg"
